assignment_ID,company_ID1,topic_assignment,deadline_assignment,interval_assignment,status_assignment,is_default_assignment,is_reoccurring_assignment,assignment_completed_at
A_fb3bc77337f2,C_7c3de7b32496,Palliative Care,2025-08-31 00:00:00,null,COMPLETED,false,false,null
A_73ee1b24fefc,C_2f2e85a96dfc,Fortbildungen 4-6,2024-06-30 00:00:00,null,ACTIVE,false,false,null
A_db683082fdc2,C_47d480f6d5d6,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ef810b28db73,C_47d480f6d5d6,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_205666fac97a,C_47d480f6d5d6,PFLICHTSCHULUNGEN,null,12M,DRAFT,false,true,null
A_ff70600774d4,C_fbc49e1a54c0,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_60fa6ab9addd,C_fbc49e1a54c0,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_dcd672da1e75,C_de6df11ab533,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_b32f31739d08,C_de6df11ab533,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_10a4d4f2f8e3,C_099e8cb8142a,1 - Pflichtfortbildungen - Leichte Sprache,null,null,DRAFT,false,false,null
A_a4981b887546,C_099e8cb8142a,1 - Pflichtfortbildungen,null,null,DRAFT,false,false,null
A_90e26ef4d3ec,C_099e8cb8142a,3 - Pflegehelfer - Leichte Sprache,null,null,DRAFT,false,false,null
A_cdd1dd4e01e2,C_099e8cb8142a,3 - Pflegehelfer,null,null,DRAFT,false,false,null
A_d7c15bf29ccc,C_099e8cb8142a,2 - Pflegekraft - Leichte Sprache,null,null,DRAFT,false,false,null
A_9109669a2191,C_099e8cb8142a,2 - Pflegekraft,null,null,DRAFT,false,false,null
A_12bc298bdbde,C_099e8cb8142a,5 - Büroarbeit -  Leichte Sprache,null,null,DRAFT,false,false,null
A_0970440841da,C_099e8cb8142a,5 - Büroarbeit,null,null,DRAFT,false,false,null
A_02dcaba829de,C_099e8cb8142a,4 - Pflegefachkraft - Leichte Sprache,null,null,DRAFT,false,false,null
A_63b8635774a5,C_099e8cb8142a,4 - Pflegefachkraft,null,null,DRAFT,false,false,null
A_4c499051c36d,C_099e8cb8142a,2 - Pflegekraft,null,null,DRAFT,false,false,null
A_b1107efde84b,C_a766fc991d46,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_1a535d684cce,C_a766fc991d46,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_e1e8e057074f,C_998ea39d544f,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_fae606a88627,C_998ea39d544f,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_898415326681,C_45af4cf10f43,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ba2c6be36c23,C_45af4cf10f43,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_d651ac4b12a2,C_0a5732a66cf3,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_7e927d31e31e,C_0a5732a66cf3,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_d990358adfee,C_cfa3c1725b0b,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_58966e781f3b,C_cfa3c1725b0b,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_492e80be177a,C_34e6b4a768a9,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_d0763348fd1b,C_34e6b4a768a9,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_9e6a5c51dfca,C_99d598d32dc5,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_b7ae03960b32,C_99d598d32dc5,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_857fce6ad649,C_684931998e83,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_3f5e23108a49,C_684931998e83,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a2ff46efce41,C_376afd055848,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_645f99c5b9fe,C_376afd055848,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_42226cf8658d,C_6a48a1004564,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_f61d4a28522a,C_6a48a1004564,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_5f168668a555,C_a70d1245a6d1,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_656a0562781a,C_a70d1245a6d1,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_665a247deebc,C_58b856d3005e,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_c9324ed4e8ea,C_58b856d3005e,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_8670cdc793d3,C_a27d7d10fecb,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_92bb3e18c582,C_a27d7d10fecb,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_04f32ecaa472,C_f615491b1b5b,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_2866b013bb51,C_f615491b1b5b,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_0c1ba1f949e6,C_c1603493a227,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_409d5df55fcd,C_c1603493a227,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_0d7765d545b1,C_bdc7c27b3662,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_c52bdb379394,C_bdc7c27b3662,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_d07493fa72a7,C_ad130239f96b,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_12875a986667,C_ad130239f96b,Schulungen PK's (+FK's),null,null,DRAFT,false,false,null
A_5051bf7282ef,C_ad130239f96b,Schulungen FK's,null,null,DRAFT,false,false,null
A_a4dd00599190,C_ad130239f96b,Leitungskraft,null,6M,DRAFT,false,true,null
A_2e72a0f7c45b,C_cc29f62d79e6,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_f1c752183037,C_cc29f62d79e6,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_0a732337c183,C_cc29f62d79e6,Pflichtschulungen,null,null,DRAFT,false,false,null
A_7e33c40974ee,C_cc29f62d79e6,Pflichtschulungen,null,null,DRAFT,false,false,null
A_4c7c2c7ca22c,C_64e5d40b7a69,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_eb67ef07b4e7,C_efd4608dcb10,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_7fda78c013b3,C_efd4608dcb10,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_e347c145e6db,C_a67800a56298,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_8df9dd661b44,C_a67800a56298,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_c6f57b7abfbf,C_6c1c5e3090f0,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_d3ba290323cb,C_6c1c5e3090f0,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_4eae2579e5c9,C_83f9ddd2a988,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_c024d061ec9a,C_83f9ddd2a988,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_20ce2afacfda,C_64e5d40b7a69,Sofortmaßnahmen in Notfallsituationen,2024-03-21 00:00:00,null,ACTIVE,false,false,null
A_99da1b565a2c,C_1cefac300fbc,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_2ff848f2bbf0,C_1cefac300fbc,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ec92edb9d31e,C_e7efe2c776a7,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_396248a5eac5,C_e7efe2c776a7,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_889c05d59b7a,C_e7efe2c776a7,Pädiatrie,null,null,DRAFT,false,false,null
A_d8a1d6985f9d,C_0f88b6105a3f,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_2cce23a3f739,C_0f88b6105a3f,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_732b14d9fab7,C_ea4c5ce5406c,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_4e6d2a8ec7f3,C_ea4c5ce5406c,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ebe21282719b,C_a22c8dac4429,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_3491fa63f237,C_a22c8dac4429,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_36eeff59538a,C_3cbf4ddbaafb,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_2a4c7937d409,C_3cbf4ddbaafb,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_f84e03727416,C_5660a783d592,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_6db74dc008a5,C_5660a783d592,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_64e99eb4a6fc,C_5660a783d592,Arbeitsschutz ,2024-03-31 00:00:00,null,ACTIVE,false,false,null
A_d425ec8baa81,C_1a6e92ff7494,Hygiene,2024-11-30 00:00:00,null,ACTIVE,false,false,null
A_16a27d495699,C_b782fb031a88,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_f7909fd2e84a,C_b782fb031a88,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_8fbcf33be2f4,C_687edd885327,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_e8fd50668b9a,C_687edd885327,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_436befcd4ae5,C_0a9883445c7d,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_b48d94fd2910,C_0a9883445c7d,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ddc27cf1555d,C_bd41495f092f,Pflichtfortbildungen ambulant,null,null,COMPLETED,true,false,2024-10-17 13:18:25.092011
A_6488cfe5c5e5,C_bd41495f092f,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_62e57423d528,C_a6310bbe72cb,Pflichtfortbildungen ambulant,2024-04-17 00:00:00,null,ACTIVE,true,false,null
A_cd7b449b64e7,C_a6310bbe72cb,Pflichtfortbildungen stationär,2024-03-31 00:00:00,null,ACTIVE,true,false,null
A_d432a34a3469,C_a6310bbe72cb,Pflichtschulungen,2024-04-17 00:00:00,6M,ACTIVE,false,true,null
A_bebf0442d897,C_4d174241e4b9,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_9a51801858a6,C_4d174241e4b9,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_e74714a0cb3e,C_044908296dd4,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_324524cef167,C_044908296dd4,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_91e8b2be5429,C_c377e268420d,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_a2644263aef6,C_c377e268420d,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_372213bc12f6,C_ea6e6ce05d89,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_8cb3a8c2922a,C_ea6e6ce05d89,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_615ef0da88ce,C_7f5a20686de9,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_8fa455395f69,C_7f5a20686de9,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_b905aae2fe03,C_6722784cb14d,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_f9982880db45,C_6722784cb14d,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_e402a3a1bf88,C_eae5262c5df8,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_592c334aee84,C_eae5262c5df8,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a64d6cac04b2,C_59ccd50b2283,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_1401f10f9873,C_59ccd50b2283,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_4ee80c5171b3,C_dd81ea091d82,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_b417ed19fc95,C_dd81ea091d82,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_9350a65b1a88,C_0ff60e3f51e0,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_544a1bbaef67,C_0ff60e3f51e0,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_1b3a6c4a03d2,C_0ff60e3f51e0,Pädiatrische Intensivpflege,null,null,DRAFT,false,false,null
A_6989041c0c72,C_85ef035addbe,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_eff71cf89e5d,C_85ef035addbe,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_bfb00f81e3ec,C_225b05ab147e,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_a5e36f28f690,C_225b05ab147e,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ffdc19b13c7c,C_c72d498b9a62,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_88a67eabaa31,C_c72d498b9a62,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_38ccd4b5098d,C_0ff60e3f51e0,Pädiatrie,null,null,DRAFT,false,false,null
A_c1db7d39f5a3,C_1ffde3b1aa9b,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_056e563d4cce,C_1ffde3b1aa9b,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1259c9addf9f,C_d4c49c00d19a,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_759d71b7797a,C_d4c49c00d19a,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_aa10efb6989f,C_c9f2f1737963,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_7b780c487ea1,C_c9f2f1737963,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_7d5cc594198c,C_8c2edb069893,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_797ca61b0ae6,C_8c2edb069893,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1c4652f146cc,C_d427d884f697,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_5322295aec02,C_d427d884f697,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ca711a0ab578,C_d1cd73b81035,Lehrplan 23-26,2024-08-31 00:00:00,null,ACTIVE,false,false,null
A_c010b3a1bc33,C_9e329524ddf8,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_769686f1954e,C_9e329524ddf8,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_7b322e667aaa,C_0a331314796b,Demo Denise,null,12M,DRAFT,false,true,null
A_377ed1f8c60f,C_1fe073a04201,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_39ea0fc2c42b,C_1fe073a04201,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_3313557c5ebd,C_6a1f6aa9b6af,optionale Kurse Arbeitssicherheit,2024-12-31 00:00:00,null,ACTIVE,true,false,null
A_2e6b5f679d2f,C_6a1f6aa9b6af,Pflichtkurse Arbeitssicherheit,2024-12-31 00:00:00,null,ACTIVE,true,false,null
A_5d842f5ca666,C_03762e7c3741,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_5b65ab61d624,C_03762e7c3741,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_88e8bd973d1c,C_aca6463f431c,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_d108d2aad40b,C_aca6463f431c,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_427c011ea812,C_38730ab7eb0a,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_240d493a2d2c,C_38730ab7eb0a,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_0a5688cdc93d,C_82d1607dbd51,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_421a2cb4687c,C_82d1607dbd51,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_b3cb868a05aa,C_576c1729f48f,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_011d97e6032c,C_576c1729f48f,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1ec2da87a51c,C_6678d49184c4,Arbeitssicherheit - optionale Module,2024-12-31 00:00:00,null,ACTIVE,false,false,null
A_38497d3bf746,C_8de6a2f81ec0,außerklinische ITS Pflege ,2024-12-23 00:00:00,6M,ACTIVE,false,true,null
A_a377d34bbda0,C_2cae761035ea,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_592a3cb96ed2,C_2cae761035ea,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1bdab3c18acb,C_ab339c516725,Pflichtfortbildungen ambulant,2024-04-20 00:00:00,null,ACTIVE,true,false,null
A_e620561f0ff8,C_ab339c516725,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_7be8120eeb03,C_6678d49184c4,Arbeitssicherheit Pflichtkurse,2024-12-31 00:00:00,null,ACTIVE,false,false,null
A_44c388f89606,C_3fbca8bf0298,Datenschutz,null,null,DRAFT,true,false,null
A_7dc47f8e0ca5,C_3fbca8bf0298,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a8d3c9b35fc2,C_3fbca8bf0298,Expertenstandart Demenz,2024-04-27 00:00:00,null,ACTIVE,false,false,null
A_65e38bc0cd6f,C_0a7e13477d76,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_199cb515272d,C_0a7e13477d76,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_0819ac29bae2,C_81451b741eb6,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_e78d73209478,C_81451b741eb6,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_001e5bc9bc28,C_27997e855f84,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_44c945dc76d3,C_27997e855f84,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_ad45a7ecc9b3,C_635710cd86ed,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_243ff8e8c7e2,C_635710cd86ed,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1582ea09ee0d,C_8b84cbd05bdd,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_945bd6bb48bd,C_8b84cbd05bdd,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_53b81fab87ed,C_2e0d97fa3a70,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_13616924f6a0,C_2e0d97fa3a70,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_928bf21b2093,C_ea0f35ab71b1,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a74da081f7b7,C_ea0f35ab71b1,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_f845050b0cbf,C_f58325ffd1f9,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_85611335d64d,C_f58325ffd1f9,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_09066381b7b5,C_c2fb39d3e280,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_0477fdf4f60e,C_c2fb39d3e280,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1a483a5c581c,C_0cc4ab6f4d03,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_f6311a7d6911,C_0cc4ab6f4d03,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a3ec2b4d5177,C_f7cfa5e58d56,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_397073b046fe,C_f7cfa5e58d56,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_f298f188a22c,C_ffa5459ef847,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_225055323b4d,C_ffa5459ef847,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_b2607e06c1f3,C_ffa5459ef847,Hygiene,null,null,DRAFT,false,false,null
A_8468efa3dedc,C_def126576ee1,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_059c01d9072f,C_def126576ee1,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_2a2191646e7c,C_3af6c01fc132,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_65d2a1f08b4c,C_3af6c01fc132,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_dfdf8720b9d3,C_c399da126eb1,Test für alle :),2024-06-18 00:00:00,null,COMPLETED,false,false,2025-10-15 11:21:31.931
A_4319559ea904,C_6d7ea7925d57,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_a620a342bd2c,C_6d7ea7925d57,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_0e8659c38eef,C_5c2cfe89f86d,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_9f9e5f50612e,C_5c2cfe89f86d,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_5b70b3a519bd,C_c29ab0ccbfbb,Pflichtfortbildung HW,2024-09-30 00:00:00,null,COMPLETED,false,false,2025-01-21 16:24:37.825
A_ede9b6eb8929,C_c29ab0ccbfbb,Pflichtfortbildungen HK,2024-09-30 00:00:00,null,COMPLETED,false,false,2025-09-22 04:17:34.364
A_b328bf97783a,C_c29ab0ccbfbb,Pflichtfortbildungen FK,2024-09-30 00:00:00,null,COMPLETED,false,false,2025-02-18 07:10:29.861
A_1069cab9d03e,C_105404827e0f,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ce02a7ff3abe,C_105404827e0f,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_5c85cee14117,C_7c3de7b32496,Expertenstandards,2024-12-31 00:00:00,24M,COMPLETED,false,true,null
A_6ffed09fd1f7,C_7c3de7b32496,Expertenstandards,2024-12-31 00:00:00,24M,COMPLETED,false,true,null
A_474fa9ac5743,C_bdc68d24b14e,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ff998449cd2a,C_bdc68d24b14e,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_d0e80273ee6b,C_e3e5cd6eb0c4,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ac56708d7f2d,C_e3e5cd6eb0c4,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a969c80a3061,C_8ccbe2487417,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_1427009b5196,C_8ccbe2487417,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_c102c44f05d5,C_5db33a074bb1,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_0815872d34fa,C_5db33a074bb1,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_6064a8ba7624,C_5db33a074bb1,Pflicht,null,null,DRAFT,false,false,null
A_7dcae59e8065,C_72f14b2b75db,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_28fe9935c204,C_72f14b2b75db,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_d5db601168e3,C_541eea12e393,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_5f40ae626216,C_541eea12e393,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_59eab32d6ac6,C_7ffa9c8eacad,Pflichtfortbildungen ambulant,null,12M,DRAFT,false,true,null
A_90d0ac89db65,C_37b106e2eb20,Testlauf,2024-06-30 00:00:00,null,ACTIVE,true,false,null
A_1413fa076ff6,C_1f2dcfd5074a,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_c8db3e9591cc,C_1f2dcfd5074a,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_a865a1a9c89d,C_8eca8810f685,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_bed8f3b64b57,C_8eca8810f685,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_106ea5f752c4,C_e24b4ebc2f98,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_5d9a68fb08f0,C_e24b4ebc2f98,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a0b8c821d54f,C_7dd0b09522a3,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ea663bf947e4,C_7dd0b09522a3,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_883f302f648e,C_623b805b844b,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_d9f900281a13,C_623b805b844b,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_6282d87a96e7,C_8fa942b4dae3,Pflichtschulungen Ambulant 2024,2024-06-11 00:00:00,12M,ACTIVE,false,true,null
A_7a5c51441634,C_e24b4ebc2f98,Pflichtschulungen,2024-09-30 00:00:00,12M,ACTIVE,false,true,null
A_9840713c60e0,C_e24b4ebc2f98,"""Das kleine 1x1""",2024-12-31 00:00:00,12M,ACTIVE,false,true,null
A_d49e9f966bee,C_471a6ee6314b,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_b1909bd31b87,C_471a6ee6314b,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_bdbb928b0638,C_0f0d16947d7c,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_24ead8440fc4,C_0f0d16947d7c,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_5689a9264320,C_530a5f1ab8a5,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_a7fbb4ce550a,C_530a5f1ab8a5,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_0149ece01649,C_32d2eeece6b8,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_6e80ef4d7934,C_32d2eeece6b8,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_1af59f51b394,C_e1dfc5499ce0,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_e0271aba64c8,C_e1dfc5499ce0,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_46c474db1aa0,C_3f441e578d12,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_d8921c2c4b0b,C_3f441e578d12,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_2829b55fc6af,C_c399da126eb1,Expertenstandard Ernährung,2024-07-18 00:00:00,null,ACTIVE,false,false,null
A_cbb6e0f70fe5,C_36ed17f6a1c0,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_928eb1c97539,C_36ed17f6a1c0,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_a110673dc67f,C_8968dd5cc123,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_5e21b7fbb9c7,C_8968dd5cc123,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_27d95039172a,C_d7e04e354fb0,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_ffdbcc2263b9,C_d7e04e354fb0,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
A_94397db6aab5,C_b9f9eed4e528,Pflichtfortbildungen ambulant,null,null,DRAFT,true,false,null
A_08d30c0c03c0,C_b9f9eed4e528,Pflichtfortbildungen stationär,null,null,DRAFT,true,false,null
