user_course_state,assignment_id1,course_id,user_id,course_type
NOTSTARTED,A_43bc830a2b9e,CRS_54bf06b181d5,U_12a9bd9ce70f,Pflichtkurs
NOTSTARTED,A_f5b5ffe666d5,CRS_32cc50abd4b1,U_7c8646a99709,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_d765bcca633c,U_715f0a5545d6,Pflichtkurs
NOTSTARTED,A_84477b1cdcea,CRS_e72fc2ead858,U_3da045a232f0,Pflichtkurs
COMPLETED,A_396cbd233a94,CRS_89290ef73651,U_0d78f754ab2e,Pflichtkurs
NOTSTARTED,A_26a193b9ad2a,CRS_3ed96c3b2e12,U_d5714dbbcdc3,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_3ed96c3b2e12,U_f0d045fae315,Pflichtkurs
COMPLETED,A_396cbd233a94,CRS_c0d67ad47316,U_5fe007f5e187,Pflichtkurs
NOTSTARTED,A_43bc830a2b9e,CRS_579e93966a07,U_72a589afd5cf,Pflichtkurs
COMPLETED,A_6742df5ed3d1,CRS_66077270863c,U_7939342124a1,Pflichtkurs
NOTSTARTED,A_0200c3fdfbde,CRS_df6e2d3dfaa2,U_f0b6451b7f4f,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_1ffb54315b87,U_bc9e63bc2c02,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ad060cdc167b,U_18901f42b961,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_245b87c4365f,U_f371fd61d5c1,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_5554a6571471,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_7e4f736bec45,CRS_002d36739fc2,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_bfc01ddff9ec,U_11f88b585e5d,Pflichtkurs
NOTSTARTED,A_1fa785a7d72a,CRS_7965a5e129c4,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_dc0ae8ecc895,CRS_7c10904b236a,U_92f8b8c3b594,Pflichtkurs
COMPLETED,A_da10379e5df4,CRS_ff513724a302,U_98c6aefbab2e,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_381bfaa01001,U_9f7b4e3037d2,Pflichtkurs
NOTSTARTED,A_dc0ae8ecc895,CRS_990a57605901,U_92f8b8c3b594,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_76a9eca75244,U_eddc0822d4c8,Pflichtkurs
NOTSTARTED,A_e3da6cf68307,CRS_0d7af4f2a841,U_8dd0e2050fc5,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_4ff86a1cae13,U_234245e5e960,Pflichtkurs
COMPLETED,A_4b83cddc1f94,CRS_579e93966a07,U_f1ed70187f75,Pflichtkurs
NOTSTARTED,A_e3da6cf68307,CRS_31c7b1de3f81,U_8dd0e2050fc5,Pflichtkurs
NOTSTARTED,A_0b361d103c33,CRS_45aee103d691,U_4cad7fd26393,Pflichtkurs
COMPLETED,A_d55ed9ebfb68,CRS_feca5eb6ec20,U_c142f10e6969,Pflichtkurs
FINISHEDWATCHING,A_4239b0c2ce46,CRS_fe70d64f0dc8,U_2f51e03f7614,Pflichtkurs
COMPLETED,A_4c4f9b1a9fa2,CRS_3d4cd55aa57f,U_9189588f23e6,Pflichtkurs
NOTSTARTED,A_56c1c99fa33e,CRS_d9fb5ffc5960,U_52dcc229d47b,Pflichtkurs
FINISHEDWATCHING,A_9b39f08b8ced,CRS_af9f2482c19d,U_d6959b1df2a9,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_8ffb9cfcaf84,U_09f234b670af,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_786d9f03b585,U_8b789398e53c,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f5b951dca0d1,U_40401e667d7e,Pflichtkurs
COMPLETED,A_cf0e3f460853,CRS_8ffb9cfcaf84,U_a1fc55104913,Pflichtkurs
NOTSTARTED,A_5a22ed57a49a,CRS_31c7b1de3f81,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_866a0bdcb30f,U_6771b31a604a,Pflichtkurs
NOTSTARTED,A_31e0a9509ba0,CRS_31c7b1de3f81,U_d1ebd74aceeb,Pflichtkurs
COMPLETED,A_4dcd982f2316,CRS_381bfaa01001,U_e8b841016335,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_eea6d04e69f4,U_eddc0822d4c8,Pflichtkurs
NOTSTARTED,A_34d5e06a6831,CRS_e31c7e09ae1a,U_e56356ead1ea,Pflichtkurs
COMPLETED,A_5fe5cb7e33c6,CRS_02c0d74e4448,U_2c6aaa25ed0e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_5554a6571471,U_7c3d7c9dfc10,Pflichtkurs
FINISHEDWATCHING,A_f6634986e82d,CRS_2259fa30dc9e,U_b264b35aaacb,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_da3638379853,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_f8a05eb2ae2b,CRS_289de51ecf5b,U_8dd0e2050fc5,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_8572cf0c6d10,U_6771b31a604a,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_d765bcca633c,U_eddc0822d4c8,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_da3638379853,U_f371fd61d5c1,Pflichtkurs
NOTSTARTED,A_f2b2439de6d8,CRS_be163da9f859,U_457ee4a5a159,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_3d4cd55aa57f,U_30059f763f76,Pflichtkurs
NOTSTARTED,A_6afe500778c8,CRS_a2414d3f69ba,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_7c7318a8074e,CRS_c512ca0f9a14,U_68e7dd8f0254,Pflichtkurs
NOTSTARTED,A_47134cd51a25,CRS_98864d7d6bd3,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_c2ed3ea0c278,U_b760b57df74e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2bb6b508b691,U_8b789398e53c,Pflichtkurs
NOTSTARTED,A_a5303d3f708c,CRS_e8d9c108fe25,U_e56356ead1ea,Pflichtkurs
NOTSTARTED,A_1a4260f5bdee,CRS_d574e04f292e,U_6e4246443475,Pflichtkurs
COMPLETED,A_f4322da1a132,CRS_579e93966a07,U_1f9fcbc80b5e,Pflichtkurs
INPROGRESS,A_548a0b0e410f,CRS_b9aa8611bff3,U_b7fbf46db5e7,Pflichtkurs
COMPLETED,A_9b39f08b8ced,CRS_3a58a38a0b7e,U_95eb288204af,Pflichtkurs
NOTSTARTED,A_d069fa5b02a2,CRS_98864d7d6bd3,U_0d697770f7ab,Pflichtkurs
COMPLETED,A_2c6c49de9838,CRS_32cc50abd4b1,U_d32fcdb368e8,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_245b87c4365f,U_2e4f54b9eb4b,Pflichtkurs
NOTSTARTED,A_31e0a9509ba0,CRS_5e50bce87c33,U_d1ebd74aceeb,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_866a0bdcb30f,U_eddc0822d4c8,Pflichtkurs
NOTSTARTED,A_93e418a12271,CRS_6515f65ac5f8,U_e56356ead1ea,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_0031322878c5,U_6771b31a604a,Pflichtkurs
NOTSTARTED,A_6efff52d63df,CRS_a6576368e892,U_92f8b8c3b594,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2067ee9305da,U_09f234b670af,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2067ee9305da,U_6771b31a604a,Pflichtkurs
INPROGRESS,A_cf0e3f460853,CRS_c3437f0e2f0c,U_9d8fb7a9b26c,Pflichtkurs
NOTSTARTED,A_bf8c4f3f7d15,CRS_5dbcfdfcf0a8,U_919817ad625c,Pflichtkurs
NOTSTARTED,A_461af68989c7,CRS_3a58a38a0b7e,U_7e61f8cb869f,Pflichtkurs
NOTSTARTED,A_bec0c712d4dc,CRS_c9626ff94230,U_025c2098140b,Pflichtkurs
NOTSTARTED,A_93e418a12271,CRS_4e2937270feb,U_e56356ead1ea,Pflichtkurs
NOTSTARTED,A_bb82324156dd,CRS_49d3f89607a6,U_919817ad625c,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_624d0f1d0467,U_8b789398e53c,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_76a9eca75244,U_4990bf2c5a3b,Pflichtkurs
NOTSTARTED,A_540573ece41c,CRS_11eeeef40fe5,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_139425bc7bb2,CRS_ac2ea592602c,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_773afe09d0c4,CRS_370895a4318a,U_4f124f13b59b,Pflichtkurs
NOTSTARTED,A_c1c6e8405547,CRS_1ffb54315b87,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_5728b8afb1b6,CRS_516f1b662ff6,U_a74930e46653,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_381bfaa01001,U_6b9de56dc5bb,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ff513724a302,U_b105344e99d7,Pflichtkurs
NOTSTARTED,A_966e285deeaa,CRS_ac2ea592602c,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_31e0a9509ba0,CRS_87ed40fba9e0,U_559ae79ff425,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_8572cf0c6d10,U_c29e276ee31e,Pflichtkurs
FINISHEDWATCHING,A_7c7318a8074e,CRS_c512ca0f9a14,U_b264b35aaacb,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_8029a2629b4b,U_3d54a1ad27a0,Pflichtkurs
NOTSTARTED,A_34d5e06a6831,CRS_ccf57fcb7070,U_e56356ead1ea,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_651b7ad976bc,U_9f9795e688b7,Pflichtkurs
NOTSTARTED,A_d081b625b586,CRS_59021ae58450,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_dc0ae8ecc895,CRS_de0cbf4bbeb2,U_92f8b8c3b594,Pflichtkurs
NOTSTARTED,A_56c1c99fa33e,CRS_aa6f32a77633,U_52dcc229d47b,Pflichtkurs
INPROGRESS,A_88aa090ca44b,CRS_bfc01ddff9ec,U_4a8d6d691fa4,Pflichtkurs
NOTSTARTED,A_625cd166cf64,CRS_dfe44530fb0f,U_84b3fa6b729f,Pflichtkurs
FINISHEDWATCHING,A_37207ea0bb0b,CRS_1d9a60245553,U_96d18f214f02,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_a837701f5484,U_c29e276ee31e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ccf57fcb7070,U_18901f42b961,Pflichtkurs
NOTSTARTED,A_34d5e06a6831,CRS_ac2ea592602c,U_e56356ead1ea,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3c884735a569,U_18901f42b961,Pflichtkurs
NOTSTARTED,A_56fe592b23a6,CRS_786d9f03b585,U_052da52e34b4,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_5554a6571471,U_3d54a1ad27a0,Pflichtkurs
NOTSTARTED,A_34d5e06a6831,CRS_1ffb54315b87,U_e56356ead1ea,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2067ee9305da,U_07d1cc9300db,Pflichtkurs
COMPLETED,A_af4cd7cf37f7,CRS_289de51ecf5b,U_a84660d1faa1,Pflichtkurs
COMPLETED,A_af4cd7cf37f7,CRS_c8a9d8cdced1,U_a84660d1faa1,Pflichtkurs
NOTSTARTED,A_bfba2fb3cdd0,CRS_1ffb54315b87,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_cfbbeea8173e,CRS_24ccb181b756,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_eea6d04e69f4,U_7c3d7c9dfc10,Pflichtkurs
NOTSTARTED,A_93e418a12271,CRS_f5b951dca0d1,U_e56356ead1ea,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_98864d7d6bd3,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_4129e214e46e,CRS_87dfbfc27c9d,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_34d5e06a6831,CRS_933bbf06a4ce,U_ffa097d741cd,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_a837701f5484,U_09f234b670af,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_3c9a8081466c,U_bfef21757d47,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_786d9f03b585,U_0578baa5bf47,Pflichtkurs
COMPLETED,A_31e0a9509ba0,CRS_e22f9c7808d8,U_3bd9a7caf48f,Pflichtkurs
COMPLETED,A_a4f393e90701,CRS_98864d7d6bd3,U_c920de94e4bb,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3ed96c3b2e12,U_3d54a1ad27a0,Pflichtkurs
NOTSTARTED,A_bec0c712d4dc,CRS_a02c9ac0609e,U_025c2098140b,Pflichtkurs
NOTSTARTED,A_0b361d103c33,CRS_ac2ea592602c,U_4cad7fd26393,Pflichtkurs
COMPLETED,A_a402e778018b,CRS_ed788addbb76,U_052da52e34b4,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f5b951dca0d1,U_7c3d7c9dfc10,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_786d9f03b585,U_674a95527611,Pflichtkurs
NOTSTARTED,A_9665b6df0010,CRS_045eef44b84b,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_9e09af407a1b,CRS_45ba9cb1aa8b,U_8a13d86b6b31,Pflichtkurs
FINISHEDWATCHING,A_edcf1a2dd4a0,CRS_ed788addbb76,U_af014c58c183,Pflichtkurs
NOTSTARTED,A_31e0a9509ba0,CRS_87ed40fba9e0,U_d1ebd74aceeb,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_a2414d3f69ba,U_0d697770f7ab,Pflichtkurs
COMPLETED,A_b5ac7c37978f,CRS_f4c33888f082,U_84810aef99ba,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_8ffb9cfcaf84,U_b105344e99d7,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f4c33888f082,U_7c3d7c9dfc10,Pflichtkurs
NOTSTARTED,A_bf8c4f3f7d15,CRS_be163da9f859,U_c37627aef907,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f4c33888f082,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2067ee9305da,U_b105344e99d7,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_e31c7e09ae1a,U_f371fd61d5c1,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_245b87c4365f,U_b105344e99d7,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_245b87c4365f,U_3d54a1ad27a0,Pflichtkurs
NOTSTARTED,A_6c098f687436,CRS_3ed96c3b2e12,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ff513724a302,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_866a0bdcb30f,U_3d54a1ad27a0,Pflichtkurs
FINISHEDWATCHING,A_f6634986e82d,CRS_87dfbfc27c9d,U_b264b35aaacb,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3ed96c3b2e12,U_f371fd61d5c1,Pflichtkurs
NOTSTARTED,A_27c334c151eb,CRS_bc5dfb06905d,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_e47365940fb2,CRS_3c884735a569,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_56fe592b23a6,CRS_786d9f03b585,U_acc3143fc9bd,Pflichtkurs
NOTSTARTED,A_bec0c712d4dc,CRS_b9aa8611bff3,U_025c2098140b,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_02a1775b4d4c,U_8d51760b3fe0,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_85ba829a9bca,U_674a95527611,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f4c33888f082,U_8b789398e53c,Pflichtkurs
COMPLETED,A_9634f585448d,CRS_786d9f03b585,U_504cb0f13873,Pflichtkurs
NOTSTARTED,A_1844babe9d95,CRS_ac2ea592602c,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_34d5e06a6831,CRS_1ffb54315b87,U_ffa097d741cd,Pflichtkurs
COMPLETED,A_882916411c12,CRS_970386177638,U_e6a47a241024,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_8ffb9cfcaf84,U_eddc0822d4c8,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2bb6b508b691,U_40401e667d7e,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_3c9a8081466c,U_c00f93317ec3,Pflichtkurs
COMPLETED,A_29515c170fb6,CRS_00291a3610e9,U_d3ea260f3e57,Pflichtkurs
COMPLETED,A_8f7bcd197476,CRS_2774b1c8a694,U_2c6aaa25ed0e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_7fdac0dfcb14,U_09f234b670af,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_477a7e8766d8,U_8b789398e53c,Pflichtkurs
COMPLETED,A_d94db5fb8017,CRS_786d9f03b585,U_af014c58c183,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_624d0f1d0467,U_2e4f54b9eb4b,Pflichtkurs
NOTSTARTED,A_34d5e06a6831,CRS_381bfaa01001,U_e56356ead1ea,Pflichtkurs
COMPLETED,A_4b83cddc1f94,CRS_17031024834c,U_ccbdfc4d5199,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_89290ef73651,U_30059f763f76,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f5b951dca0d1,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_eb478a56537d,U_2e4f54b9eb4b,Pflichtkurs
NOTSTARTED,A_6efff52d63df,CRS_195c9a1c1976,U_92f8b8c3b594,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ff513724a302,U_3d54a1ad27a0,Pflichtkurs
NOTSTARTED,A_dcc5dff9767f,CRS_e30cc690839b,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_f2b2439de6d8,CRS_da3638379853,U_457ee4a5a159,Pflichtkurs
NOTSTARTED,A_0b361d103c33,CRS_579e93966a07,U_4cad7fd26393,Pflichtkurs
COMPLETED,A_0f557e59cdba,CRS_b9aa8611bff3,U_bfef21757d47,Pflichtkurs
NOTSTARTED,A_bf8c4f3f7d15,CRS_6515f65ac5f8,U_457ee4a5a159,Pflichtkurs
NOTSTARTED,A_bb82324156dd,CRS_e31c7e09ae1a,U_457ee4a5a159,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_76a9eca75244,U_8b789398e53c,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_3ed96c3b2e12,U_674a95527611,Pflichtkurs
NOTSTARTED,A_f1885a95618d,CRS_11eeeef40fe5,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_4b83cddc1f94,CRS_7c5e69f2ba22,U_ccbdfc4d5199,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3c884735a569,U_07d1cc9300db,Pflichtkurs
COMPLETED,A_34d5e06a6831,CRS_fe846e4c228f,U_ffa097d741cd,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ad060cdc167b,U_7c3d7c9dfc10,Pflichtkurs
COMPLETED,A_97da53e70e49,CRS_7a502a08a99b,U_ace82453ebd6,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3c884735a569,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_8ffb9cfcaf84,U_6771b31a604a,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_624d0f1d0467,U_c29e276ee31e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3c884735a569,U_834e60827ac5,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_624d0f1d0467,U_7c3d7c9dfc10,Pflichtkurs
NOTSTARTED,A_9251ac74e8cc,CRS_a2414d3f69ba,U_e56356ead1ea,Pflichtkurs
NOTSTARTED,A_cace13672cff,CRS_f4c33888f082,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_2d1ffe8007be,CRS_002d36739fc2,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ccf57fcb7070,U_40401e667d7e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3c884735a569,U_8b789398e53c,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_651b7ad976bc,U_9f9795e688b7,Pflichtkurs
NOTSTARTED,A_bf8c4f3f7d15,CRS_6515f65ac5f8,U_c37627aef907,Pflichtkurs
COMPLETED,A_31e0a9509ba0,CRS_786d9f03b585,U_3bd9a7caf48f,Pflichtkurs
COMPLETED,A_a4f393e90701,CRS_381bfaa01001,U_b7fbf46db5e7,Pflichtkurs
NOTSTARTED,A_bec0c712d4dc,CRS_d574e04f292e,U_5274bb4baeb6,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ad060cdc167b,U_f371fd61d5c1,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f5b951dca0d1,U_03fd89677bc1,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_d765bcca633c,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3ed96c3b2e12,U_40401e667d7e,Pflichtkurs
FINISHEDWATCHING,A_7c7318a8074e,CRS_7940bb0f9a54,U_b264b35aaacb,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_ac2ea592602c,U_81a029d9ee0e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_e31c7e09ae1a,U_2e4f54b9eb4b,Pflichtkurs
NOTSTARTED,A_bec0c712d4dc,CRS_31c7b1de3f81,U_5274bb4baeb6,Pflichtkurs
NOTSTARTED,A_acb1b5e39a07,CRS_7965a5e129c4,U_5274bb4baeb6,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_eb478a56537d,U_03fd89677bc1,Pflichtkurs
NOTSTARTED,A_d069fa5b02a2,CRS_786d9f03b585,U_0578baa5bf47,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f5b951dca0d1,U_8b789398e53c,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_a2bc5c820b2c,U_03fd89677bc1,Pflichtkurs
NOTSTARTED,A_42c3fa677cab,CRS_32cc50abd4b1,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_f4c33888f082,U_c29e276ee31e,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_ff513724a302,U_4990bf2c5a3b,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_d9c0132b7444,U_0d697770f7ab,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_7fdac0dfcb14,U_18901f42b961,Pflichtkurs
COMPLETED,A_34d5e06a6831,CRS_32cc50abd4b1,U_ffa097d741cd,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_7f9c8c78c6c6,U_9f9795e688b7,Pflichtkurs
NOTSTARTED,A_ac8d39accf93,CRS_d765bcca633c,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_477a7e8766d8,U_eddc0822d4c8,Pflichtkurs
COMPLETED,A_8f7bcd197476,CRS_58cbe806d6fe,U_2c6aaa25ed0e,Pflichtkurs
NOTSTARTED,A_51bb387e7195,CRS_e31c7e09ae1a,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_7f9c8c78c6c6,U_6b9de56dc5bb,Pflichtkurs
COMPLETED,A_4e5e070f339e,CRS_32cc50abd4b1,U_b1377c942b43,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_85ba829a9bca,U_b760b57df74e,Pflichtkurs
NOTSTARTED,A_746207c515d9,CRS_8e3d653fc1e3,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_3ed96c3b2e12,U_6b9de56dc5bb,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2067ee9305da,U_c29e276ee31e,Pflichtkurs
NOTSTARTED,A_d069fa5b02a2,CRS_30138389cf9e,U_0578baa5bf47,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2bb6b508b691,U_f371fd61d5c1,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_933bbf06a4ce,U_9f9795e688b7,Pflichtkurs
COMPLETED,A_60147686b0d7,CRS_e31c7e09ae1a,U_6a4b0c2337de,Pflichtkurs
NOTSTARTED,A_3fba303c7898,CRS_a2414d3f69ba,U_84b3fa6b729f,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_d9c0132b7444,U_0578baa5bf47,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_3ed96c3b2e12,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_a837701f5484,U_eddc0822d4c8,Pflichtkurs
NOTSTARTED,A_9251ac74e8cc,CRS_e36d334dbff2,U_e56356ead1ea,Pflichtkurs
COMPLETED,A_a62457816bbc,CRS_2ba870f6122e,U_fca2560677f2,Pflichtkurs
NOTSTARTED,A_6efff52d63df,CRS_da01077acb17,U_92f8b8c3b594,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_7fdac0dfcb14,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_eea6d04e69f4,U_6771b31a604a,Pflichtkurs
INPROGRESS,A_b1c8630a18b4,CRS_1ffb54315b87,U_fa947aa9eff5,Pflichtkurs
NOTSTARTED,A_bec0c712d4dc,CRS_dfe44530fb0f,U_5274bb4baeb6,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_3d4cd55aa57f,U_8d51760b3fe0,Pflichtkurs
NOTSTARTED,A_bec0c712d4dc,CRS_45b5fc84b4f1,U_5274bb4baeb6,Pflichtkurs
COMPLETED,A_88aa090ca44b,CRS_9fd21555d2cb,U_a36f6b54200f,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_e10a027f7c6d,U_7c3d7c9dfc10,Pflichtkurs
NOTSTARTED,A_6efff52d63df,CRS_0a5235f2acf3,U_92f8b8c3b594,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_eea6d04e69f4,U_834e60827ac5,Pflichtkurs
NOTSTARTED,A_15e5686cda1e,CRS_d9d682aa45cc,U_84b3fa6b729f,Pflichtkurs
COMPLETED,A_f8a05eb2ae2b,CRS_fe846e4c228f,U_620f53748909,Pflichtkurs
COMPLETED,A_0b361d103c33,CRS_c0d67ad47316,U_8d51760b3fe0,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_da3638379853,U_03fd89677bc1,Pflichtkurs
NOTSTARTED,A_51e99bab5f9b,CRS_2bb6b508b691,U_07d1cc9300db,Pflichtkurs
NOTSTARTED,A_31e0a9509ba0,CRS_c736b5b9a626,U_d1ebd74aceeb,Pflichtkurs
NOTSTARTED,A_f155064719b5,CRS_df6e2d3dfaa2,U_0578baa5bf47,Pflichtkurs
