exam_userId,examId,exam_assignmentId,resultPercentage,correctAnswers,questionsCount,hasPassed,exam_date
U_d134530381cc,EX_6628deb203eb,null,80,4,5,true,2024-08-23 12:40:12.404995
U_d134530381cc,EX_285af5a822d0,null,80,8,10,true,2024-08-23 12:44:48.850533
U_d134530381cc,EX_a7a5f2028a8d,null,40,4,10,false,2024-08-23 12:48:45.910392
U_d134530381cc,EX_a7a5f2028a8d,null,40,4,10,false,2024-08-23 12:50:55.807658
U_d134530381cc,EX_a7a5f2028a8d,null,40,4,10,false,2024-08-23 12:58:06.415517
U_d134530381cc,EX_a7a5f2028a8d,null,70,7,10,false,2024-08-23 13:02:31.734083
U_d134530381cc,EX_a7a5f2028a8d,null,50,5,10,false,2024-08-23 13:04:36.852818
U_d134530381cc,EX_a7a5f2028a8d,null,70,7,10,false,2024-08-23 13:07:54.320833
U_d134530381cc,EX_a7a5f2028a8d,null,70,7,10,false,2024-08-23 13:09:39.319316
U_d134530381cc,EX_a7a5f2028a8d,null,50,5,10,false,2024-08-23 13:12:20.837968
U_d134530381cc,EX_a7a5f2028a8d,null,30,3,10,false,2024-08-23 13:16:50.529565
U_d134530381cc,EX_a7a5f2028a8d,null,70,7,10,false,2024-08-23 13:19:58.316578
U_d134530381cc,EX_a7a5f2028a8d,null,60,6,10,false,2024-08-23 13:22:45.037222
U_d134530381cc,EX_a7a5f2028a8d,null,60,6,10,false,2024-08-23 13:25:15.627541
U_d134530381cc,EX_a7a5f2028a8d,null,60,6,10,false,2024-08-23 13:27:06.045756
U_98645c9ec605,EX_a697a2eb7fe6,null,90,9,10,true,2024-08-23 13:27:50.066856
U_d134530381cc,EX_a7a5f2028a8d,null,40,4,10,false,2024-08-23 13:29:45.626417
U_d134530381cc,EX_a7a5f2028a8d,null,50,5,10,false,2024-08-23 13:33:20.234063
U_28baf9a588e6,EX_143862cdca6f,null,100,10,10,true,2024-08-23 15:50:27.991723
U_80cabdb9c546,EX_48681b8d641d,null,90,9,10,true,2024-08-23 16:42:38.341041
U_fa617e4f1f89,EX_b0e33c7ec2b0,null,60,6,10,false,2024-08-23 16:55:36.206236
U_fa617e4f1f89,EX_b0e33c7ec2b0,null,70,7,10,false,2024-08-23 17:02:14.121437
U_fa617e4f1f89,EX_b0e33c7ec2b0,null,80,8,10,true,2024-08-23 17:09:59.840722
U_fa617e4f1f89,EX_01c117f6ec57,null,100,10,10,true,2024-08-24 12:57:23.846395
U_d2a677a64928,EX_b977d8c12e98,null,80,8,10,true,2024-08-24 20:50:35.433493
U_e8b841016335,EX_c188721ec226,null,60,6,10,false,2024-08-25 12:57:14.59669
U_e8b841016335,EX_c188721ec226,null,90,9,10,true,2024-08-25 12:58:46.928982
U_e8b841016335,EX_79ee7ce21097,null,40,2,5,false,2024-08-25 13:20:11.73384
U_e8b841016335,EX_79ee7ce21097,null,60,3,5,false,2024-08-25 13:22:29.337596
U_e8b841016335,EX_79ee7ce21097,null,40,2,5,false,2024-08-25 13:23:47.872566
U_e8b841016335,EX_79ee7ce21097,null,0,0,5,false,2024-08-25 13:25:22.138852
U_e8b841016335,EX_79ee7ce21097,null,40,2,5,false,2024-08-25 13:26:33.953868
U_e8b841016335,EX_79ee7ce21097,null,60,3,5,false,2024-08-25 13:27:18.427341
U_e8b841016335,EX_79ee7ce21097,null,60,3,5,false,2024-08-25 13:28:37.424562
U_fa617e4f1f89,EX_383a2cf8d185,null,80,4,5,true,2024-08-25 13:53:39.341592
U_e8b841016335,EX_79ee7ce21097,null,80,4,5,true,2024-08-25 14:27:43.725694
U_e8b841016335,EX_b7afb514cedd,null,70,7,10,false,2024-08-25 14:30:38.968818
U_e8b841016335,EX_b7afb514cedd,null,60,6,10,false,2024-08-25 14:32:40.618487
U_51e4410f2152,EX_3077bd67c82a,null,100,10,10,true,2024-08-25 15:21:53.829536
U_e8b841016335,EX_b7afb514cedd,null,90,9,10,true,2024-08-25 15:34:17.948129
U_e8b841016335,EX_fc8b6f1cd61b,null,70,7,10,false,2024-08-25 15:39:30.93316
U_e8b841016335,EX_fc8b6f1cd61b,null,50,5,10,false,2024-08-25 15:42:40.631536
U_e8b841016335,EX_fc8b6f1cd61b,null,50,5,10,false,2024-08-25 15:46:29.437842
U_fa617e4f1f89,EX_b977d8c12e98,null,100,10,10,true,2024-08-25 16:09:22.431375
U_089966c6d602,EX_a7a5f2028a8d,null,90,9,10,true,2024-08-25 17:46:46.502238
U_e8b841016335,EX_fc8b6f1cd61b,null,80,8,10,true,2024-08-25 19:37:45.637844
U_e8b841016335,EX_48681b8d641d,null,60,6,10,false,2024-08-25 19:41:49.34589
U_e8b841016335,EX_48681b8d641d,null,90,9,10,true,2024-08-25 19:43:51.316645
U_e8b841016335,EX_3993aa0c8579,null,70,7,10,false,2024-08-25 19:48:10.260939
U_e8b841016335,EX_3993aa0c8579,null,60,6,10,false,2024-08-25 19:51:47.207335
U_e8b841016335,EX_3993aa0c8579,null,50,5,10,false,2024-08-25 19:56:45.030406
U_e8b841016335,EX_3993aa0c8579,null,80,8,10,true,2024-08-25 20:01:38.897111
U_a337a6bc5790,EX_b977d8c12e98,null,100,10,10,true,2024-08-25 21:20:13.623874
U_df329d1157a9,EX_58199c4087fe,null,70,7,10,false,2024-08-26 04:51:35.906086
U_df329d1157a9,EX_58199c4087fe,null,70,7,10,false,2024-08-26 04:58:00.315102
U_df329d1157a9,EX_58199c4087fe,null,90,9,10,true,2024-08-26 05:03:50.118511
U_1b060ae99c38,EX_27cab41df7ce,null,100,5,5,true,2024-08-26 06:43:25.112453
U_ec91642af531,EX_b977d8c12e98,null,90,9,10,true,2024-08-26 07:00:58.712828
U_f55511882248,EX_249f7f1a30ae,null,70,7,10,false,2024-08-26 07:59:28.056399
U_f55511882248,EX_249f7f1a30ae,null,80,8,10,true,2024-08-26 08:11:45.925718
U_e6377827da6d,EX_b977d8c12e98,null,50,5,10,false,2024-08-26 08:53:27.918727
U_e6377827da6d,EX_b977d8c12e98,null,100,10,10,true,2024-08-26 09:14:23.112045
U_04220a50af7a,EX_12a584e624bb,null,100,1,1,true,2024-08-26 10:52:49.697858
U_3a21a23b88ec,EX_a7a5f2028a8d,null,30,3,10,false,2024-08-26 11:06:38.367284
U_a6bae7f68d6b,EX_58199c4087fe,null,90,9,10,true,2024-08-26 11:20:37.352611
U_e08b2e48b324,EX_48d9d5c87145,null,60,6,10,false,2024-08-26 11:58:06.168385
U_e08b2e48b324,EX_48d9d5c87145,null,50,5,10,false,2024-08-26 12:04:29.186609
U_e08b2e48b324,EX_31855b7599cd,null,100,1,1,true,2024-08-26 12:07:56.989732
U_4cca7e9cb1ce,EX_12a584e624bb,null,100,1,1,true,2024-08-26 12:26:34.436459
U_60cd2f8743ba,EX_6628deb203eb,null,80,4,5,true,2024-08-26 12:31:46.389411
U_04220a50af7a,EX_81f5739ef29b,null,100,10,10,true,2024-08-26 12:58:32.994446
U_4cca7e9cb1ce,EX_81f5739ef29b,null,90,9,10,true,2024-08-26 13:00:04.752678
U_b8a707fff861,EX_efecaa4f1e91,null,70,7,10,false,2024-08-26 13:10:44.24783
U_b8a707fff861,EX_efecaa4f1e91,null,80,8,10,true,2024-08-26 13:26:41.089908
U_60cd2f8743ba,EX_3993aa0c8579,null,60,6,10,false,2024-08-26 13:54:17.378441
U_029266316223,EX_48681b8d641d,null,100,10,10,true,2024-08-26 16:09:19.191254
U_f6e6d37a7407,EX_e659584ec84b,null,80,8,10,true,2024-08-26 18:27:18.203598
U_6c879e053495,EX_392e6cbff950,null,100,10,10,true,2024-08-26 19:14:14.038475
U_f6e6d37a7407,EX_0da908b241d4,null,80,8,10,true,2024-08-26 19:28:36.963799
U_6c879e053495,EX_f7122a1cb50b,null,100,10,10,true,2024-08-26 19:47:30.830594
U_a337a6bc5790,EX_8dba0f7790aa,null,70,7,10,false,2024-08-26 21:34:34.144787
U_a337a6bc5790,EX_8dba0f7790aa,null,90,9,10,true,2024-08-26 21:45:02.872252
U_93db8c077934,EX_3083d7d75ae6,null,100,10,10,true,2024-08-27 06:09:02.956368
U_93db8c077934,EX_7555c304445d,null,100,10,10,true,2024-08-27 06:22:08.791331
U_93db8c077934,EX_73f8bfce89ba,null,80,4,5,true,2024-08-27 06:26:51.971161
U_04220a50af7a,EX_31ae6ee12441,null,100,10,10,true,2024-08-27 06:40:24.989208
U_87b97a5d8cb5,EX_6628deb203eb,null,60,3,5,false,2024-08-27 07:48:51.012839
U_87b97a5d8cb5,EX_6628deb203eb,null,80,4,5,true,2024-08-27 07:49:51.190239
U_87b97a5d8cb5,EX_fc8b6f1cd61b,null,70,7,10,false,2024-08-27 07:59:49.799135
U_87b97a5d8cb5,EX_fc8b6f1cd61b,null,80,8,10,true,2024-08-27 08:42:48.198508
U_3bfa5eae81c2,EX_383a2cf8d185,null,60,3,5,false,2024-08-27 08:58:47.955841
U_3bfa5eae81c2,EX_383a2cf8d185,null,40,2,5,false,2024-08-27 08:59:55.582414
U_3bfa5eae81c2,EX_383a2cf8d185,null,60,3,5,false,2024-08-27 09:01:56.30286
U_3bfa5eae81c2,EX_383a2cf8d185,null,60,3,5,false,2024-08-27 09:02:58.474418
U_aeb082279717,EX_4c8ed5be5167,null,90,9,10,true,2024-08-27 09:29:52.133669
U_3bfa5eae81c2,EX_6628deb203eb,null,100,5,5,true,2024-08-27 09:49:23.739175
U_04220a50af7a,EX_b45b7078426c,null,100,1,1,true,2024-08-27 09:50:11.813633
U_3bfa5eae81c2,EX_a43b3de9392e,null,100,1,1,true,2024-08-27 09:51:09.549198
U_aeb082279717,EX_658c19cf46dd,null,100,5,5,true,2024-08-27 09:54:34.951353
U_3bfa5eae81c2,EX_f80803a4e666,null,100,1,1,true,2024-08-27 09:57:54.817793
U_aeb082279717,EX_8dba0f7790aa,null,80,8,10,true,2024-08-27 10:24:20.949168
U_a387fec9b711,EX_5833536fc3bb,null,100,5,5,true,2024-08-27 10:27:13.66365
U_87b97a5d8cb5,EX_48681b8d641d,null,60,6,10,false,2024-08-27 10:45:25.809483
U_87b97a5d8cb5,EX_48681b8d641d,null,60,6,10,false,2024-08-27 10:49:34.317378
U_aeb082279717,EX_1b2f4d46e03f,null,100,8,8,true,2024-08-27 11:06:33.332412
U_87b97a5d8cb5,EX_48681b8d641d,null,100,10,10,true,2024-08-27 11:08:00.756684
U_e0b640405c49,EX_4b512f52f4d5,null,100,10,10,true,2024-08-27 12:20:16.243137
U_4cca7e9cb1ce,EX_31855b7599cd,null,100,1,1,true,2024-08-27 12:32:40.787277
U_e0b640405c49,EX_7d7162e9d85d,null,100,10,10,true,2024-08-27 13:17:55.621666
U_e0b640405c49,EX_4c8ed5be5167,null,100,10,10,true,2024-08-27 13:50:04.670346
U_e0b640405c49,EX_249f7f1a30ae,null,70,7,10,false,2024-08-27 14:24:18.901262
U_e0b640405c49,EX_249f7f1a30ae,null,60,6,10,false,2024-08-27 14:26:11.005173
U_e0b640405c49,EX_249f7f1a30ae,null,70,7,10,false,2024-08-27 14:28:04.368522
U_e0b640405c49,EX_249f7f1a30ae,null,70,7,10,false,2024-08-27 14:34:09.752706
U_e0b640405c49,EX_249f7f1a30ae,null,70,7,10,false,2024-08-27 14:42:45.665565
U_470b5782ef79,EX_285af5a822d0,null,80,8,10,true,2024-08-27 19:32:03.700425
U_470b5782ef79,EX_b977d8c12e98,null,100,10,10,true,2024-08-27 20:54:33.104916
U_470b5782ef79,EX_e589176ee28f,null,80,4,5,true,2024-08-27 21:30:20.633333
U_48c1db986278,EX_6628deb203eb,null,100,5,5,true,2024-08-28 07:14:04.265239
U_98645c9ec605,EX_4b512f52f4d5,null,100,10,10,true,2024-08-28 07:14:58.749467
U_4b0772d3ed02,EX_34d2a9cadb03,null,100,1,1,true,2024-08-28 08:47:29.947675
U_fab4371b0650,EX_0da908b241d4,null,100,10,10,true,2024-08-28 09:53:38.867179
U_f39e9e8614b1,EX_27cab41df7ce,null,100,5,5,true,2024-08-28 11:30:40.400837
U_89418f10a92e,EX_dfa71dc8c92e,null,70,7,10,false,2024-08-28 11:33:39.500135
U_89418f10a92e,EX_dfa71dc8c92e,null,60,6,10,false,2024-08-28 11:35:59.377342
U_89418f10a92e,EX_dfa71dc8c92e,null,70,7,10,false,2024-08-28 11:39:03.963652
U_89418f10a92e,EX_dfa71dc8c92e,null,70,7,10,false,2024-08-28 11:49:04.461893
U_89418f10a92e,EX_dfa71dc8c92e,null,80,8,10,true,2024-08-28 11:52:18.287113
U_89418f10a92e,EX_48d9d5c87145,null,70,7,10,false,2024-08-28 12:03:39.595595
U_f39e9e8614b1,EX_285af5a822d0,null,60,6,10,false,2024-08-28 12:07:20.345167
U_89418f10a92e,EX_48d9d5c87145,null,50,5,10,false,2024-08-28 12:09:43.809887
U_f39e9e8614b1,EX_285af5a822d0,null,80,8,10,true,2024-08-28 12:13:32.990813
U_89418f10a92e,EX_48d9d5c87145,null,50,5,10,false,2024-08-28 12:14:56.683199
U_89418f10a92e,EX_48d9d5c87145,null,30,3,10,false,2024-08-28 12:22:25.172488
U_5e8600052868,EX_efecaa4f1e91,null,50,5,10,false,2024-08-28 12:34:40.424587
U_5e8600052868,EX_efecaa4f1e91,null,70,7,10,false,2024-08-28 12:40:34.212748
U_5e8600052868,EX_efecaa4f1e91,null,80,8,10,true,2024-08-28 12:44:16.61775
U_2c6eeec21c50,EX_12a584e624bb,null,100,1,1,true,2024-08-28 13:05:59.600113
U_2c6eeec21c50,EX_cdff70b48339,null,100,1,1,true,2024-08-28 13:41:00.830451
U_470b5782ef79,EX_fea6b456c790,null,80,8,10,true,2024-08-28 13:44:53.041071
U_2c6eeec21c50,EX_16104e9c7e58,null,60,6,10,false,2024-08-28 14:06:35.140412
U_2c6eeec21c50,EX_b69203d8fa92,null,100,1,1,true,2024-08-28 14:08:59.994801
U_470b5782ef79,EX_31ae6ee12441,null,90,9,10,true,2024-08-28 14:35:55.788877
U_2c6eeec21c50,EX_31855b7599cd,null,100,1,1,true,2024-08-28 14:46:13.061266
U_f6e6d37a7407,EX_b7afb514cedd,null,80,8,10,true,2024-08-28 18:14:47.995694
U_d2a677a64928,EX_c7f760891f60,null,100,10,10,true,2024-08-28 22:00:23.535539
U_d2a677a64928,EX_548cfd42c3a9,null,0,0,1,false,2024-08-28 22:10:22.55158
U_d2a677a64928,EX_548cfd42c3a9,null,100,1,1,true,2024-08-28 22:10:32.626386
U_3bfa5eae81c2,EX_d60b95206701,null,100,1,1,true,2024-08-29 06:19:18.035868
U_3bfa5eae81c2,EX_58a675b75453,null,100,1,1,true,2024-08-29 06:21:16.274677
U_3bfa5eae81c2,EX_58a675b75453,null,100,1,1,true,2024-08-29 06:21:43.725507
U_3bfa5eae81c2,EX_c3a85942e8fc,null,100,1,1,true,2024-08-29 06:27:48.514247
U_3bfa5eae81c2,EX_61be20799eb0,null,100,1,1,true,2024-08-29 06:34:44.608006
U_3bfa5eae81c2,EX_47f5c411b804,null,100,1,1,true,2024-08-29 06:44:11.654642
U_3bfa5eae81c2,EX_d333a384b2d7,null,100,1,1,true,2024-08-29 06:51:23.852585
U_3bfa5eae81c2,EX_a7a5f2028a8d,null,20,2,10,false,2024-08-29 07:05:27.550913
U_3bfa5eae81c2,EX_b69203d8fa92,null,100,1,1,true,2024-08-29 07:10:59.418966
U_3bfa5eae81c2,EX_b45b7078426c,null,100,1,1,true,2024-08-29 07:19:25.45055
U_3bfa5eae81c2,EX_a02361a6b9b5,null,100,1,1,true,2024-08-29 07:25:15.260918
U_b8a707fff861,EX_232ef5ec2b61,null,100,10,10,true,2024-08-29 07:35:45.336078
U_3bfa5eae81c2,EX_bb05df2a5d24,null,100,1,1,true,2024-08-29 07:36:29.652052
U_3bfa5eae81c2,EX_31855b7599cd,null,100,1,1,true,2024-08-29 07:42:17.812683
U_3bfa5eae81c2,EX_12a584e624bb,null,100,1,1,true,2024-08-29 07:48:51.565895
U_3bfa5eae81c2,EX_cdff70b48339,null,100,1,1,true,2024-08-29 07:54:30.349784
U_3bfa5eae81c2,EX_548cfd42c3a9,null,100,1,1,true,2024-08-29 07:55:42.468436
U_3bfa5eae81c2,EX_b7afb514cedd,null,70,7,10,false,2024-08-29 08:10:17.373192
U_3bfa5eae81c2,EX_b7afb514cedd,null,60,6,10,false,2024-08-29 08:13:54.32573
U_b8a707fff861,EX_58199c4087fe,null,80,8,10,true,2024-08-29 08:21:29.678215
U_3bfa5eae81c2,EX_a7a5f2028a8d,null,40,4,10,false,2024-08-29 09:21:54.178018
U_3bfa5eae81c2,EX_a7a5f2028a8d,null,50,5,10,false,2024-08-29 09:26:21.227492
U_3bfa5eae81c2,EX_a7a5f2028a8d,null,30,3,10,false,2024-08-29 09:29:17.089663
U_b8a707fff861,EX_a43b3de9392e,null,100,1,1,true,2024-08-29 09:32:34.52385
U_3bfa5eae81c2,EX_a7a5f2028a8d,null,30,3,10,false,2024-08-29 09:34:22.64401
U_3bfa5eae81c2,EX_383a2cf8d185,null,100,5,5,true,2024-08-29 09:38:20.061155
U_3bfa5eae81c2,EX_b7afb514cedd,null,60,6,10,false,2024-08-29 09:42:46.456166
U_3bfa5eae81c2,EX_b7afb514cedd,null,80,8,10,true,2024-08-29 09:47:53.93531
U_b8a707fff861,EX_12a584e624bb,null,100,1,1,true,2024-08-29 09:48:43.170164
U_089966c6d602,EX_27cab41df7ce,null,80,4,5,true,2024-08-29 09:49:15.743312
U_089966c6d602,EX_d333a384b2d7,null,100,1,1,true,2024-08-29 09:51:17.256623
U_b8a707fff861,EX_bb05df2a5d24,null,100,1,1,true,2024-08-29 09:59:11.275754
U_a337a6bc5790,EX_210eb007731f,null,87,7,8,true,2024-08-29 10:22:35.631827
U_3bfa5eae81c2,EX_fc8b6f1cd61b,null,60,6,10,false,2024-08-29 10:27:21.565596
U_3bfa5eae81c2,EX_fc8b6f1cd61b,null,60,6,10,false,2024-08-29 10:32:21.550625
U_c5720489ba4d,EX_3615061d03a6,null,100,10,10,true,2024-08-29 11:08:59.643783
U_6090da8e614c,EX_efecaa4f1e91,null,50,5,10,false,2024-08-29 11:15:16.272865
U_37d8f92c0027,EX_b977d8c12e98,null,80,8,10,true,2024-08-29 12:09:02.640866
U_e3a11e7e3d2e,EX_01c117f6ec57,null,20,2,10,false,2024-08-29 12:18:38.949973
U_e3a11e7e3d2e,EX_c40225740165,null,20,1,5,false,2024-08-29 12:19:16.167456
U_11462076d790,EX_12a584e624bb,null,100,1,1,true,2024-08-29 12:54:46.632231
U_c5720489ba4d,EX_f7122a1cb50b,null,70,7,10,false,2024-08-29 13:08:18.5482
U_f6e6d37a7407,EX_3c7da929a97c,null,100,5,5,true,2024-08-29 13:12:07.090856
U_c5720489ba4d,EX_f7122a1cb50b,null,30,3,10,false,2024-08-29 13:12:30.062168
U_c5720489ba4d,EX_f7122a1cb50b,null,60,6,10,false,2024-08-29 13:14:28.363266
U_c5720489ba4d,EX_f7122a1cb50b,null,40,4,10,false,2024-08-29 13:19:33.357262
U_c5720489ba4d,EX_f7122a1cb50b,null,40,4,10,false,2024-08-29 13:21:11.213102
U_c5720489ba4d,EX_f7122a1cb50b,null,50,5,10,false,2024-08-29 13:23:35.794526
U_fcd6847117eb,EX_e589176ee28f,null,40,2,5,false,2024-08-29 13:25:12.041584
U_c5720489ba4d,EX_f7122a1cb50b,null,60,6,10,false,2024-08-29 13:25:35.341285
U_fcd6847117eb,EX_e589176ee28f,null,80,4,5,true,2024-08-29 13:26:41.767283
U_c5720489ba4d,EX_f7122a1cb50b,null,70,7,10,false,2024-08-29 13:38:14.081858
U_c5720489ba4d,EX_f7122a1cb50b,null,70,7,10,false,2024-08-29 13:40:26.466998
U_c5720489ba4d,EX_f7122a1cb50b,null,80,8,10,true,2024-08-29 13:42:09.561126
U_fcd6847117eb,EX_db09f7cce4ad,null,70,7,10,false,2024-08-29 14:11:19.552744
U_fcd6847117eb,EX_db09f7cce4ad,null,80,8,10,true,2024-08-29 14:16:00.788691
U_37d8f92c0027,EX_6d699b79a901,null,100,10,10,true,2024-08-29 14:27:01.449534
U_f6e6d37a7407,EX_b177c0f02ed1,null,60,3,5,false,2024-08-29 16:30:02.665491
U_f6e6d37a7407,EX_b177c0f02ed1,null,80,4,5,true,2024-08-29 16:31:13.648794
U_f6e6d37a7407,EX_985c1fef891e,null,100,1,1,true,2024-08-29 16:33:29.942041
U_f6e6d37a7407,EX_b45b7078426c,null,100,1,1,true,2024-08-29 16:34:58.351884
U_f6e6d37a7407,EX_a02361a6b9b5,null,100,1,1,true,2024-08-29 16:36:47.810117
U_c021f65aac75,EX_b0e33c7ec2b0,null,70,7,10,false,2024-08-29 17:31:38.525441
U_c021f65aac75,EX_b0e33c7ec2b0,null,50,5,10,false,2024-08-29 17:37:58.249326
U_c021f65aac75,EX_b0e33c7ec2b0,null,90,9,10,true,2024-08-29 18:33:32.056044
U_d2a677a64928,EX_b7afb514cedd,null,40,4,10,false,2024-08-29 21:36:00.777033
U_d2a677a64928,EX_b7afb514cedd,null,60,6,10,false,2024-08-29 21:46:58.491491
U_d2a677a64928,EX_b7afb514cedd,null,50,5,10,false,2024-08-29 21:53:58.055113
U_a337a6bc5790,EX_4c8ed5be5167,null,100,10,10,true,2024-08-29 22:13:42.211929
U_e0b640405c49,EX_249f7f1a30ae,null,60,6,10,false,2024-08-30 06:34:42.878454
U_e0b640405c49,EX_249f7f1a30ae,null,70,7,10,false,2024-08-30 06:36:10.868792
U_e0b640405c49,EX_249f7f1a30ae,null,50,5,10,false,2024-08-30 06:37:05.176609
U_e0b640405c49,EX_249f7f1a30ae,null,60,6,10,false,2024-08-30 06:38:02.359731
U_e0b640405c49,EX_249f7f1a30ae,null,100,10,10,true,2024-08-30 06:42:52.393223
U_323c125d877c,EX_1b2f4d46e03f,null,100,8,8,true,2024-08-30 08:45:48.650472
U_f6e6d37a7407,EX_522d832c5f57,null,70,7,10,false,2024-08-30 09:33:12.617885
U_f6e6d37a7407,EX_522d832c5f57,null,60,6,10,false,2024-08-30 09:35:03.543646
U_f6e6d37a7407,EX_522d832c5f57,null,80,8,10,true,2024-08-30 09:36:28.842034
U_37d8f92c0027,EX_0c6de21de375,null,80,8,10,true,2024-08-30 09:42:33.256302
U_f6e6d37a7407,EX_c8a9a189a2b8,null,70,7,10,false,2024-08-30 09:51:58.057508
U_f6e6d37a7407,EX_c8a9a189a2b8,null,90,9,10,true,2024-08-30 09:53:39.637866
U_e1e549bbbb00,EX_b0e33c7ec2b0,null,80,8,10,true,2024-08-30 11:53:56.364557
U_e1e549bbbb00,EX_b977d8c12e98,null,90,9,10,true,2024-08-30 13:05:03.56807
U_1df2ff2172a7,EX_4b512f52f4d5,null,100,10,10,true,2024-08-30 14:32:42.087203
U_2af516426450,EX_c7f760891f60,null,100,10,10,true,2024-08-30 16:28:19.942766
U_1df2ff2172a7,EX_249f7f1a30ae,null,90,9,10,true,2024-08-30 16:58:59.433803
U_2af516426450,EX_a404e436b9d6,null,100,10,10,true,2024-08-30 17:52:07.041399
U_de3642af5d16,EX_4b512f52f4d5,null,100,10,10,true,2024-08-30 18:01:16.132227
U_c1efc674e49d,EX_cc5e62a9d93f,null,100,10,10,true,2024-08-30 19:43:24.775183
U_323c125d877c,EX_01c117f6ec57,null,80,8,10,true,2024-08-30 19:44:12.955791
U_1df2ff2172a7,EX_210eb007731f,null,87,7,8,true,2024-08-30 23:13:30.264481
U_1df2ff2172a7,EX_658c19cf46dd,null,80,4,5,true,2024-08-30 23:32:08.779062
U_1df2ff2172a7,EX_aa7b706d4652,null,80,4,5,true,2024-08-31 00:25:27.978446
U_10d4e70f8205,EX_b7afb514cedd,null,100,10,10,true,2024-08-31 07:18:54.729961
U_a387fec9b711,EX_efecaa4f1e91,null,70,7,10,false,2024-08-31 09:50:57.828239
U_a387fec9b711,EX_efecaa4f1e91,null,40,4,10,false,2024-08-31 10:03:13.463342
U_f6e6d37a7407,EX_62924f58402a,null,90,9,10,true,2024-08-31 13:58:16.763588
U_f6e6d37a7407,EX_232ef5ec2b61,null,80,8,10,true,2024-08-31 14:10:49.068763
U_f6e6d37a7407,EX_a404e436b9d6,null,70,7,10,false,2024-08-31 14:16:11.967601
U_f6e6d37a7407,EX_a404e436b9d6,null,80,8,10,true,2024-08-31 14:18:06.741804
U_a387fec9b711,EX_efecaa4f1e91,null,40,4,10,false,2024-08-31 18:19:07.290199
U_a387fec9b711,EX_efecaa4f1e91,null,50,5,10,false,2024-08-31 18:33:38.946949
U_a387fec9b711,EX_efecaa4f1e91,null,60,6,10,false,2024-08-31 18:44:35.593279
U_a387fec9b711,EX_efecaa4f1e91,null,60,6,10,false,2024-08-31 18:53:19.983093
U_95fcf986f4eb,EX_4b512f52f4d5,null,90,9,10,true,2024-08-31 18:54:12.026478
U_a387fec9b711,EX_efecaa4f1e91,null,40,4,10,false,2024-08-31 18:54:55.681125
U_a387fec9b711,EX_efecaa4f1e91,null,40,4,10,false,2024-08-31 18:59:35.134388
U_1df2ff2172a7,EX_b9f2e4ec0c54,null,90,9,10,true,2024-09-01 03:28:33.754797
U_1df2ff2172a7,EX_c71fe1e4b254,null,80,4,5,true,2024-09-01 03:59:22.082398
U_dcab462ad7fa,EX_4b512f52f4d5,null,90,9,10,true,2024-09-01 08:16:11.242465
U_9f7b4e3037d2,EX_dfe78479e145,null,100,10,10,true,2024-09-01 10:38:32.956995
U_9f7b4e3037d2,EX_aa7b706d4652,null,40,2,5,false,2024-09-01 11:31:51.265421
U_9f7b4e3037d2,EX_aa7b706d4652,null,80,4,5,true,2024-09-01 11:33:12.476804
U_9f7b4e3037d2,EX_0c6de21de375,null,70,7,10,false,2024-09-01 12:16:08.135552
U_9f7b4e3037d2,EX_0c6de21de375,null,100,10,10,true,2024-09-01 12:21:59.754519
U_c021f65aac75,EX_658c19cf46dd,null,80,4,5,true,2024-09-01 12:47:27.691023
U_9f7b4e3037d2,EX_b7afb514cedd,null,90,9,10,true,2024-09-01 13:01:08.547031
U_f2dc33170f21,EX_015d1db30859,null,100,10,10,true,2024-09-01 14:51:21.666809
U_375c8ce9d018,EX_8dba0f7790aa,null,100,10,10,true,2024-09-01 15:20:34.646018
U_e47dc07cf6bc,EX_efecaa4f1e91,null,80,8,10,true,2024-09-01 18:21:04.868786
U_95fcf986f4eb,EX_3a339edb57ef,null,100,8,8,true,2024-09-01 18:59:09.574864
U_1df2ff2172a7,EX_4ff8d6739dc2,null,80,8,10,true,2024-09-01 23:49:00.072429
U_1df2ff2172a7,EX_f31665a9fbb3,null,60,6,10,false,2024-09-02 00:39:07.358148
U_1df2ff2172a7,EX_f31665a9fbb3,null,50,5,10,false,2024-09-02 00:46:38.07131
U_1df2ff2172a7,EX_f31665a9fbb3,null,50,5,10,false,2024-09-02 00:57:04.67154
U_73d7e1309fc1,EX_3993aa0c8579,null,80,8,10,true,2024-09-02 07:21:42.275322
U_a387fec9b711,EX_efecaa4f1e91,null,40,4,10,false,2024-09-02 09:02:13.465347
U_a387fec9b711,EX_efecaa4f1e91,null,50,5,10,false,2024-09-02 09:08:54.13181
U_a387fec9b711,EX_efecaa4f1e91,null,50,5,10,false,2024-09-02 09:24:33.754975
U_a387fec9b711,EX_efecaa4f1e91,null,40,4,10,false,2024-09-02 09:27:37.35256
U_a387fec9b711,EX_efecaa4f1e91,null,20,2,10,false,2024-09-02 09:28:13.97871
U_a387fec9b711,EX_efecaa4f1e91,null,30,3,10,false,2024-09-02 09:31:08.860955
U_e1e7dedac95d,EX_62924f58402a,null,80,8,10,true,2024-09-02 10:20:24.392939
U_e1e7dedac95d,EX_285af5a822d0,null,80,8,10,true,2024-09-02 10:43:23.266329
U_95fcf986f4eb,EX_b9f2e4ec0c54,null,90,9,10,true,2024-09-02 10:58:21.388327
